REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME
MTZEFS16816,2023-02-02 15:57:26,2023-02-05 15:57:26,LHNG8496952,40.0,E,2023-02-02 14:29:55.145000
IGOJO13875,2023-02-02 15:57:39,2023-02-05 15:57:39,EEOG5871908,40.0,L,2023-02-02 22:05:23.692000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,NYTE3846547,40.0,L,2023-02-04 06:26:25.047000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,WAXU1988334,40.0,L,2023-02-04 07:20:45.458000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,EPNT6456561,40.0,L,2023-02-02 20:48:26.997000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,FAEE2029090,40.0,L,2023-02-03 05:48:52.891000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,FMRH9236800,40.0,L,2023-02-03 12:56:11.751000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,EVMY7215884,40.0,L,2023-02-03 15:49:59.355000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,KVOA8616152,40.0,L,2023-02-03 05:20:54.228000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,INDG7310285,40.0,L,2023-02-03 07:38:43.239000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,JIWJ6627738,40.0,L,2023-02-02 21:01:54.023000
IGOJO13878,2023-02-02 16:13:33,2023-02-05 16:13:33,ZLAT8293815,40.0,L,2023-02-03 04:40:11.741000
EFS33695,2023-02-02 23:34:18,2023-02-05 23:34:18,UIUU6811228,20.0,E,2023-02-03 01:07:06.047000
EXP34256-123758,2023-02-06 16:39:19,2023-02-06 16:39:19,BERQ4373353,20.0,L,2023-02-08 10:37:54.123000
IGOJO13825,2023-01-31 18:43:54,2023-02-03 18:43:54,IBFX3589127,20.0,L,2023-02-01 23:08:19.231000
IGOJO13827,2023-01-31 18:53:01,2023-02-03 18:53:01,KYVA2654941,40.0,L,2023-02-03 07:37:37.621000
EFS33763,2023-02-04 04:14:51,2023-02-07 04:14:51,TYAK0109720,20.0,E,2023-02-04 06:14:40.569000
MTZEFS16843,2023-02-04 04:52:07,2023-02-07 04:52:07,CTZF0886492,40.0,E,2023-02-04 03:26:35.316000
EFS33766,2023-02-04 06:20:18,2023-02-07 06:20:18,ESQD2132954,20.0,E,2023-02-04 09:57:03.799000
MTZEFS16846,2023-02-04 06:30:13,2023-02-07 06:30:13,XGZY7561494,40.0,E,2023-02-04 05:01:33.878000
MTZEFS16847,2023-02-04 06:40:43,2023-02-07 06:40:43,WJHU8170797,40.0,E,2023-02-04 05:16:29.277000
EFS33768,2023-02-04 07:27:02,2023-02-07 07:27:02,GXJB8780507,20.0,E,2023-02-04 07:33:13.351000
EFS33771,2023-02-04 08:25:00,2023-02-07 08:25:00,RKWZ1269287,20.0,E,2023-02-04 11:05:59.928000
EFS33773,2023-02-04 09:35:24,2023-02-07 09:35:24,IPYP8656078,20.0,E,2023-02-04 11:06:15.895000
EFS33775,2023-02-04 10:18:38,2023-02-07 10:18:38,MPOZ4006813,20.0,E,2023-02-04 12:03:22.769000
EFS33775,2023-02-04 10:18:38,2023-02-07 10:18:38,QCOF1005829,20.0,E,2023-02-04 11:04:58.705000
EFS33783,2023-02-04 12:58:07,2023-02-07 12:58:07,IRUJ4013993,40.0,E,2023-02-04 12:46:57.778000
EFS16805-229219-407289,2023-02-02 03:36:42,2023-02-05 03:36:42,GOXK9475660,40.0,L,2023-02-06 23:02:03.022000
EXP34281-123907,2023-02-06 16:45:12,2023-02-06 16:45:12,VSEL8649355,40.0,L,2023-02-08 10:59:03.400000
EXP34281-123907,2023-02-06 16:45:12,2023-02-06 16:45:12,DTCX5883616,40.0,L,2023-02-08 11:03:56.202000
EXP34394-123981,2023-02-06 17:15:12,2023-02-06 17:15:12,ESNI0511961,20.0,L,2023-02-08 11:07:23.580000
EXP34394-123981,2023-02-06 17:15:12,2023-02-06 17:15:12,KLZF1050943,20.0,L,2023-02-08 11:03:12.613000
IGOJO13985,2023-02-06 17:15:48,2023-02-09 17:15:48,LOXN1374467,40.0,L,2023-02-06 22:27:27.938000
EFS16745-228571-415066,2023-01-30 20:03:49,2023-02-02 20:03:49,CTKM8293631,40.0,L,2023-02-06 23:01:03.567000
ALO17784-124045-415269,2023-01-31 03:26:20,2023-02-03 03:26:20,PDFL4527337,20.0,L,2023-02-09 16:03:42.833000
IGOJO13994,2023-02-06 18:43:05,2023-02-09 18:43:05,PBKJ9947684,20.0,L,2023-02-07 04:13:53.427000
IGOJO13994,2023-02-06 18:43:05,2023-02-09 18:43:05,AASV9327984,20.0,L,2023-02-07 01:21:19.704000
IGOJO13994,2023-02-06 18:43:05,2023-02-09 18:43:05,UUQO9500099,20.0,L,2023-02-07 19:06:57.341000
IGOJO13994,2023-02-06 18:43:05,2023-02-09 18:43:05,COAZ8323575,20.0,L,2023-02-07 01:54:37.480000
IGOJO13994,2023-02-06 18:43:05,2023-02-09 18:43:05,HNLV6800137,20.0,L,2023-02-07 03:37:55.662000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,JWYM1901065,20.0,L,2023-02-06 22:36:04.298000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,YOFI6359767,20.0,L,2023-02-07 04:11:11.774000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,ASBV5292221,20.0,L,2023-02-07 02:03:46.134000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,TDUL1007023,20.0,L,2023-02-07 04:12:41.764000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,NLQY3545196,20.0,L,2023-02-07 04:11:56.541000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,IQNQ9920121,20.0,L,2023-02-06 22:42:48.945000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,VPSO9213582,20.0,L,2023-02-07 13:40:35.948000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,BEWC5596635,20.0,L,2023-02-07 04:11:34.305000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,DJOY8715127,20.0,L,2023-02-06 21:43:42.242000
IGOJO13995,2023-02-06 18:43:23,2023-02-09 18:43:23,GAFJ0606955,20.0,L,2023-02-07 02:50:23.111000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,OMQK1137653,20.0,L,2023-02-11 21:43:14.609000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,CDXB6074847,20.0,L,2023-02-11 21:41:38.058000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,VSCL2254419,20.0,L,2023-02-11 21:37:17.475000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,MUIY1471844,20.0,L,2023-02-11 21:36:36.391000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,TAYY5249504,20.0,L,2023-02-11 21:37:30.777000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,JZBM6268719,20.0,L,2023-02-11 21:37:42.969000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,OCIA2784474,20.0,L,2023-02-11 21:43:36.458000
EXP34270-123796,2023-02-06 18:46:48,2023-02-06 18:46:48,NDQO0986520,20.0,L,2023-02-11 21:43:04.049000
EXP34303-123871,2023-02-06 18:56:42,2023-02-06 18:56:42,OJEY8468208,20.0,L,2023-02-08 10:36:15.873000
EXP34303-123871,2023-02-06 18:56:42,2023-02-06 18:56:42,ETJY4927055,20.0,L,2023-02-08 10:40:45.939000
EXP34303-123871,2023-02-06 18:56:42,2023-02-06 18:56:42,ZAYS5102644,20.0,L,2023-02-08 10:41:36.776000
EXP34303-123871,2023-02-06 18:56:42,2023-02-06 18:56:42,STRV0924671,20.0,L,2023-02-08 10:39:58.741000
EXP34303-123871,2023-02-06 18:56:42,2023-02-06 18:56:42,YNNG8882244,20.0,L,2023-02-08 10:38:03.368000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,YJGZ6810692,20.0,L,2023-02-08 10:39:48.753000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,GYHA6386637,20.0,L,2023-02-08 10:41:56.393000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,QOPA9768087,20.0,L,2023-02-08 10:40:56.618000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,ILFB0655744,20.0,L,2023-02-08 10:42:47.028000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,AMRW6966516,20.0,L,2023-02-08 10:34:06.136000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,IUSI7734534,20.0,L,2023-02-08 10:38:22.375000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,VAEN9056122,20.0,L,2023-02-08 10:43:34.957000
EXP34284-123839,2023-02-06 19:26:08,2023-02-06 19:26:08,BVNW3991405,20.0,L,2023-02-08 10:39:15.938000
MTZEFS16852,2023-02-04 13:00:06,2023-02-07 13:00:06,GEXN8948641,40.0,E,2023-02-10 18:30:16.309000
MTZEFS16853,2023-02-04 13:02:43,2023-02-07 13:02:43,POAI7190372,40.0,E,2023-02-04 11:37:22.760000
IGOJO13941,2023-02-04 13:12:02,2023-02-07 13:12:02,JCQZ2785188,20.0,L,2023-02-09 23:14:27.834000
IGOJO13941,2023-02-04 13:12:02,2023-02-07 13:12:02,DSBN3391385,20.0,L,2023-02-09 22:08:14.191000
EFS33785,2023-02-04 13:28:14,2023-02-07 13:28:14,OWZX0735738,40.0,E,2023-02-04 17:12:22.234000
EFS33788,2023-02-04 13:51:27,2023-02-07 13:51:27,YFUS5435677,40.0,E,2023-02-04 21:18:48.760000
EFS33792,2023-02-04 15:35:49,2023-02-07 15:35:49,FPRQ0747406,20.0,E,2023-02-04 23:30:23.370000
EFS33793,2023-02-04 15:38:21,2023-02-07 15:38:21,MHPM4783408,20.0,E,2023-02-04 17:47:27.064000
EFS33793,2023-02-04 15:38:21,2023-02-07 15:38:21,LMQF3522012,20.0,E,2023-02-04 17:12:36.997000
EXP34210-123646,2023-02-04 15:57:17,2023-02-04 15:57:17,KIHR1432743,20.0,L,2023-02-08 10:59:12.806000
EXP34268-123794,2023-02-04 16:01:58,2023-02-04 16:01:58,FPOI8420795,20.0,L,2023-02-08 11:00:09.952000
EXP34268-123794,2023-02-04 16:01:58,2023-02-04 16:01:58,PFYI5767145,20.0,L,2023-02-08 11:05:24.050000
EFS33795,2023-02-04 16:12:02,2023-02-07 16:12:02,KZZO4289824,20.0,E,2023-02-04 15:08:57.940000
EFS33795,2023-02-04 16:12:02,2023-02-07 16:12:02,WHXH9834604,20.0,E,2023-02-04 15:08:57.940000
EFS16777-228735-404455,2023-01-31 11:48:18,2023-02-03 11:48:18,IQJM0120446,40.0,L,2023-02-10 01:20:05.486000
IGOJO13947,2023-02-04 16:55:15,2023-02-07 16:55:15,AGMI8361866,20.0,L,2023-02-05 23:13:29.298000
IGOJO13949,2023-02-04 17:06:46,2023-02-07 17:06:46,ZXFK8220556,40.0,L,2023-02-05 05:12:09.346000
ALO17818-123919-415966,2023-02-02 02:34:16,2023-02-05 02:34:16,NROV6240871,40.0,L,2023-02-05 17:11:39.253000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,IVZV7756605,20.0,L,2023-02-08 10:57:32.275000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,IXNR9250627,20.0,L,2023-02-08 10:58:12.474000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,JIGL3940949,20.0,L,2023-02-08 10:55:32.713000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,FYBZ8887358,20.0,L,2023-02-08 11:08:39.271000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,BCZV8497219,20.0,L,2023-02-08 10:54:13.459000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,IQBW7076749,20.0,L,2023-02-08 10:56:08.718000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,QGKG7228379,20.0,L,2023-02-08 10:55:50.995000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,FQDE0602388,20.0,L,2023-02-08 10:54:58.924000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,GTTP1144275,20.0,L,2023-02-08 10:57:03.025000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,DYKI1243402,20.0,L,2023-02-08 10:54:05.291000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,DGFO2788343,20.0,L,2023-02-08 10:54:21.699000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,KVNV6583341,20.0,L,2023-02-08 10:54:30.950000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,WOFF8865304,20.0,L,2023-02-08 10:55:07.070000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,WPVL1016267,20.0,L,2023-02-08 10:56:17.175000
EXP34069-123314,2023-02-04 17:11:57,2023-02-04 17:11:57,BWLT6398590,20.0,L,2023-02-08 10:57:13.428000
IGOJO03301,2023-02-04 17:18:00,2023-02-07 17:18:00,QLEP6419579,40.0,L,2023-02-06 14:29:43.969000
IGOJO03301,2023-02-04 17:18:00,2023-02-07 17:18:00,ZDEN2722210,40.0,L,2023-02-06 00:00:34.064000
IGOJO03301,2023-02-04 17:18:00,2023-02-07 17:18:00,SQDI4754459,40.0,L,2023-02-06 23:43:05.190000
IGOJO03301,2023-02-04 17:18:00,2023-02-07 17:18:00,GSYJ6665677,40.0,L,2023-02-06 13:54:14.274000
IGOJO03301,2023-02-04 17:18:00,2023-02-07 17:18:00,EPGN8044828,40.0,L,2023-02-06 19:15:14.587000
EFS33613,2023-02-01 11:42:24,2023-02-04 11:42:24,YISH0538695,20.0,E,2023-02-04 12:47:22.356000
EFS33676,2023-02-02 15:21:39,2023-02-05 15:21:39,KTDG3463878,40.0,E,2023-02-02 17:46:44.672000
EFS33677,2023-02-02 15:26:09,2023-02-05 15:26:09,RTRH0291975,40.0,E,2023-02-02 17:42:02.473000
IGOJO13880,2023-02-02 16:45:27,2023-02-05 16:45:27,WGEV7738246,40.0,L,2023-02-03 05:30:42.427000
IGOJO13880,2023-02-02 16:45:27,2023-02-05 16:45:27,KIOR5487482,40.0,L,2023-02-03 05:51:47.883000
IGOJO13880,2023-02-02 16:45:27,2023-02-05 16:45:27,ORIE2874785,40.0,L,2023-02-03 05:52:32.091000
IGOJO13880,2023-02-02 16:45:27,2023-02-05 16:45:27,PBOQ4287656,40.0,L,2023-02-03 15:50:17.832000
IGOJO13882,2023-02-02 16:50:48,2023-02-05 16:50:48,GJYD3316651,40.0,L,2023-02-02 17:32:22.490000
EFS33679,2023-02-02 17:54:44,2023-02-05 17:54:44,GJOT2274222,40.0,E,2023-02-02 20:53:26.283000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,NFDN6345449,40.0,L,2023-02-04 20:46:52.818000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,KMQY8879855,40.0,L,2023-02-05 10:57:23.383000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,OOOP4520965,40.0,L,2023-02-04 14:26:15.681000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,JDPW8457103,40.0,L,2023-02-04 14:50:38.018000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,ISYC7155500,40.0,L,2023-02-05 03:13:37.139000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,JYYT9546962,40.0,L,2023-02-05 16:47:57.080000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,UGKX5173147,40.0,L,2023-02-04 07:59:17.541000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,XCFO2949350,40.0,L,2023-02-03 20:16:03.497000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,HTBA6489714,40.0,L,2023-02-03 20:18:18.365000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,TMJA5299370,40.0,L,2023-02-05 17:47:23.902000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,KHVF9982950,40.0,L,2023-02-05 16:53:12.021000
IGOJO13889,2023-02-02 18:04:29,2023-02-05 18:04:29,KPTG1172457,40.0,L,2023-02-03 20:33:57.374000
ALO17801-123923-415486,2023-01-31 18:58:56,2023-02-03 18:58:56,GWDF8846550,20.0,L,2023-02-05 17:05:56.302000
EFS33796,2023-02-04 17:33:08,2023-02-07 17:33:08,MGDC1806247,40.0,E,2023-02-04 18:09:21.350000
EFS33796,2023-02-04 17:33:08,2023-02-07 17:33:08,FZYV8024774,40.0,E,2023-02-04 17:47:51.692000
EFS33796,2023-02-04 17:33:08,2023-02-07 17:33:08,VBOS9442403,40.0,E,2023-02-04 17:12:48.827000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,YVYM3727063,20.0,L,2023-02-08 20:41:09.468000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,MRAK8880818,20.0,L,2023-02-07 01:05:37.593000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,BXZV0589087,20.0,L,2023-02-07 01:23:42.897000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,BRNQ7183095,20.0,L,2023-02-08 01:46:10.767000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,RYYU1035818,20.0,L,2023-02-08 20:40:53.377000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,QOLE9228804,20.0,L,2023-02-09 00:48:28.696000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,UXTC0948473,20.0,L,2023-02-08 17:38:53.496000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,FLYQ6659979,20.0,L,2023-02-08 00:54:55.002000
IGOJO13953,2023-02-04 17:52:27,2023-02-07 17:52:27,YUFI3273555,20.0,L,2023-02-07 06:20:31.861000
IGOJO13954,2023-02-04 17:53:12,2023-02-07 17:53:12,MMWV8136008,20.0,L,2023-02-04 22:48:39.390000
IGOJO03302,2023-02-04 18:28:48,2023-02-07 18:28:48,TCCF3024282,20.0,L,2023-02-04 17:48:27.481000
IGOJO03302,2023-02-04 18:28:48,2023-02-07 18:28:48,GOBY4880031,20.0,L,2023-02-04 17:47:46.591000
EFS33804,2023-02-04 20:40:15,2023-02-07 20:40:15,ILGG9323121,20.0,E,2023-02-05 02:23:19.424000
EFS33804,2023-02-04 20:40:15,2023-02-07 20:40:15,QJIL5832961,20.0,E,2023-02-05 08:47:35.872000
EFS33806,2023-02-04 21:52:15,2023-02-07 21:52:15,BHLT6417836,40.0,E,2023-02-05 09:16:44.785000
EFS33808,2023-02-04 23:04:57,2023-02-07 23:04:57,JZFD3280519,40.0,E,2023-02-05 11:37:01.027000
EFS33808,2023-02-04 23:04:57,2023-02-07 23:04:57,DJWK1342773,20.0,E,2023-02-06 03:14:22.690000
IGOJO13765,2023-01-30 16:09:20,2023-02-02 16:09:20,RIDU4533982,40.0,L,2023-02-02 05:29:51.895000
IGOJO13765,2023-01-30 16:09:20,2023-02-02 16:09:20,SZPD5587064,40.0,L,2023-02-03 04:02:17.378000
IGOJO13765,2023-01-30 16:09:20,2023-02-02 16:09:20,ZVZH1712077,40.0,L,2023-02-02 05:08:05.912000
IGOJO13876,2023-02-02 16:07:08,2023-02-05 16:07:08,APHU3953074,40.0,L,2023-02-02 21:38:40.469000
IGOJO13877,2023-02-02 16:07:21,2023-02-05 16:07:21,ZDVY6670795,40.0,L,2023-02-03 07:32:28.889000
IGOJO03297,2023-02-02 19:28:34,2023-02-05 19:28:34,HDKT6872352,20.0,L,2023-02-07 15:15:55.621000
EFS33689,2023-02-02 19:38:24,2023-02-05 19:38:24,USVJ5175378,40.0,E,2023-02-02 22:34:26.180000
IGOJO13980,2023-02-06 15:24:17,2023-02-09 15:24:17,BPWC1951488,40.0,L,2023-02-07 05:10:03.581000
IGOJO13980,2023-02-06 15:24:17,2023-02-09 15:24:17,YUUS9212423,40.0,L,2023-02-07 07:52:23.078000
IGOJO13980,2023-02-06 15:24:17,2023-02-09 15:24:17,AJXW0394500,40.0,L,2023-02-07 03:16:00.018000
IGOJO13980,2023-02-06 15:24:17,2023-02-09 15:24:17,GERF4872301,40.0,L,2023-02-07 03:38:38.715000
EXP34337-123932,2023-02-06 17:00:36,2023-02-06 17:00:36,PGOT7516801,40.0,L,2023-02-08 11:00:48.125000
ALO17767-124038-415167,2023-01-30 20:39:15,2023-02-02 20:39:15,BZHJ7714044,20.0,L,2023-02-09 16:03:00.799000
IGOJO13991,2023-02-06 17:54:14,2023-02-09 17:54:14,RWGG6859525,40.0,L,2023-02-07 05:04:10.816000
EXP34316-123888,2023-02-06 18:00:25,2023-02-06 18:00:25,EHNB4982786,20.0,L,2023-02-08 09:57:04.023000
IGOJO13993,2023-02-06 18:40:53,2023-02-09 18:40:53,ZCPA7340320,20.0,L,2023-02-07 17:10:17.236000
IGOJO13993,2023-02-06 18:40:53,2023-02-09 18:40:53,UAJL1462838,20.0,L,2023-02-07 13:09:19.664000
IGOJO13993,2023-02-06 18:40:53,2023-02-09 18:40:53,UEMS4658304,20.0,L,2023-02-07 17:12:57.681000
IGOJO13993,2023-02-06 18:40:53,2023-02-09 18:40:53,BAZX5452525,20.0,L,2023-02-07 11:26:53.523000
IGOJO13993,2023-02-06 18:40:53,2023-02-09 18:40:53,IAUQ5323691,20.0,L,2023-02-07 17:10:43.921000
EFS33879,2023-02-06 19:31:00,2023-02-09 19:31:00,YUVR1327586,20.0,E,2023-02-07 01:57:12.982000
EFS33882,2023-02-06 19:36:30,2023-02-09 19:36:30,PJCH7987143,20.0,E,2023-02-07 00:58:52.334000
